contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,asm_0,entropy_0,asm_45,entropy_45,asm_90,entropy_90,asm_135,entropy_135,Path
20.298495596868896,43.62798587727995,24.4567456755875,44.656185332604615,1.169836513372469,1.8682254116997865,1.1532004732376,1.8224338700035327,0.8058533693171923,0.7733397879194344,0.8293003779853445,0.7842539216300768,0.38911662127508573,0.38664551567029376,0.3885124790805099,0.3863600482422991,0.9870278472052624,0.9717180103866971,0.9843151766093924,0.9710514766072597,0.38911662127508573,3.251530681474982,0.38664551567029376,3.381998408750218,0.3885124790805099,3.182406960889389,0.3863600482422991,3.3475056657041433,paper
10.755422374429099,24.801546141543984,14.594703614556158,25.433870003525872,1.589550717547298,2.011992049582838,1.0569058012402097,2.058948562435845,0.6162868216914775,0.5804899548821051,0.6991503855136169,0.5697309015583233,0.05183367670266281,0.05157567060624301,0.053463387874034214,0.05158619658102627,0.9986511731333151,0.9968904480567594,0.9981745078231222,0.9968111704009555,0.05183367670266281,6.024641851787932,0.05157567060624301,6.146931335860799,0.053463387874034214,5.723226350075041,0.05158619658102627,6.1778961360145965,paper
39.13409165035947,58.57119353338919,41.05751774640975,94.7241470929379,3.6916483202871198,4.2222540148074215,3.468683705939927,5.617761722522333,0.454299625473525,0.4413469509936734,0.46738462772346023,0.3908434023436935,0.03991694001090839,0.03791596715870583,0.04001408727087358,0.037410101523559634,0.9946667974706566,0.9920023680310307,0.9944074612125199,0.9870659297729977,0.03991694001090839,6.619710216110088,0.03791596715870583,6.691995499757034,0.04001408727087358,6.560214298094336,0.037410101523559634,6.960277144132677,paper
27.537803734507502,64.37592801704538,36.76698147845954,64.3757236361407,0.32947040117416826,0.7670721924450599,0.4390604601827677,0.7668678115403678,0.9954496368252836,0.9900632678149238,0.9942841557830981,0.9901654582672698,0.9675258196130749,0.9672557123014106,0.9675707040330649,0.9674074503438463,0.7261072165658685,-0.0018778362807841073,0.5982639613815984,-0.0018746555157858028,0.9675258196130749,0.11078189552535415,0.9672557123014106,0.10975794677660922,0.9675707040330649,0.11097625124985915,0.9674074503438463,0.10887349762036946,paper
21.166860322896234,50.2540710121459,29.150645602153812,48.019451952604335,1.6483508643183535,3.1296081507104976,2.2142165062010495,3.0197738525289877,0.6924605090647096,0.5904601586656437,0.6717549687376658,0.5960678797619334,0.08509672580143235,0.0825949505689167,0.08464900865216059,0.08261434557146484,0.9968165460620098,0.9924166744290794,0.9956121732256408,0.9927538824385627,0.08509672580143235,5.7400186137089575,0.0825949505689167,6.145876936867346,0.08464900865216059,5.864655937167569,0.08261434557146484,6.129276705208475,paper
27.53797700587084,64.3767046644832,36.76750163185379,64.37595867418109,0.32964367253750815,0.7678488398828898,0.4395806135770235,0.7671028495807637,0.9953630011436138,0.9896749440960089,0.9940240790859701,0.9900479392470718,0.967938282746702,0.9674159556588555,0.9678913078981385,0.9679011691765315,0.7261158818390662,-0.0018348241181552127,0.598274711867057,-0.0018232149643934692,0.967938282746702,0.11120740283172262,0.9674159556588555,0.11183889105672892,0.9678913078981385,0.1123471142817171,0.9679011691765315,0.10907762584109482,paper
29.1024084719508,60.54573789171001,36.87633608028702,67.03798419113802,2.7990918542075454,4.056419348740295,2.8874224869451655,4.274774797790671,0.5535769186806403,0.48584721700637706,0.5514780615086677,0.47922169414600907,0.05908251516254359,0.05605244064448938,0.05939906151330969,0.05601971141778667,0.9956621895652277,0.9909654603895303,0.9945142812692681,0.9899968184194112,0.05908251516254359,5.743538064737289,0.05605244064448938,6.024850055516526,0.05939906151330969,5.753318958515279,0.05601971141778667,6.054859158595944,paper
35.803306425309856,87.06452305161254,50.13335305156633,82.79276287216567,2.4804712981083292,4.602213445197804,3.005742085509146,4.526280829582092,0.6202636783404477,0.5231712212591721,0.6201587978221608,0.5244311722766979,0.10060340223034203,0.09889408903283792,0.100058620830929,0.09892187886463011,0.9943291480847302,0.986171880794211,0.9920453285086354,0.9868503787447286,0.10060340223034203,5.919427029222224,0.09889408903283792,6.3257211842361185,0.100058620830929,5.972863024747142,0.09892187886463011,6.316292263024771,paper
19.834403538812904,45.42295095369257,25.095636830940123,43.478471026452134,0.9157493476842673,1.5228012446797192,1.0123612924281968,1.4327101418914419,0.8503694739779664,0.8284643658565635,0.8454376517298692,0.8281993037990518,0.5370268802929583,0.5352776135034301,0.5367436106651869,0.5351664408746293,0.968872218830144,0.9258317432294049,0.9602310003714895,0.92900676122143,0.5370268802929583,2.3483523766941614,0.5352776135034301,2.43112456097061,0.5367436106651869,2.358152063072622,0.5351664408746293,2.4136088521493497,paper
96.88366356817131,156.10505689453382,75.27479397845964,177.41307935599693,4.091793052837745,5.68846729650052,3.7116922323759387,6.093330540127669,0.6131982019779143,0.5391627114893704,0.601241188170314,0.5352178068189514,0.06681918225544912,0.06648888319169333,0.0673836889579748,0.06654862943727718,0.9870381098746296,0.9790982713332517,0.9899280639657968,0.9762451293754258,0.06681918225544912,6.444782681869869,0.06648888319169333,6.723530665132584,0.0673836889579748,6.4511539862528675,0.06654862943727718,6.752411139915929,paper
32.697661855838376,66.06883548870061,32.8838222095299,61.665091230526585,2.230043215916514,3.2979413733374647,2.0091485802871945,3.1526367691466275,0.7042887494058099,0.664075483262906,0.7195620282538396,0.6708303396932151,0.32623143018768874,0.32327591612226086,0.3257033892355986,0.3235022036616841,0.9844560765754508,0.9682657372356541,0.9843275090443694,0.9703809489902187,0.32623143018768874,4.002175221266745,0.32327591612226086,4.153668156590564,0.3257033892355986,3.9315030880138657,0.3235022036616841,4.128988339963196,paper
18.94728473581213,41.86222683214721,22.824494125326588,41.30217205806466,0.922170580560976,1.5670190534098454,0.9146642460835519,1.5349823465993695,0.847694233971258,0.8113336997742675,0.851860550561498,0.810785263704566,0.48324977721578494,0.4806046538565309,0.4826226642427426,0.4804408069454277,0.9794021548051987,0.9532793336485778,0.9750261183816604,0.9539043871686227,0.48324977721578494,2.632074816895215,0.4806046538565309,2.751506658946746,0.4826226642427426,2.595971419535593,0.4804408069454277,2.751232658147991,paper
62.348178612198694,122.60359812582894,63.71197270724536,122.16709160863206,3.6292961105676387,5.609049986459819,3.760061398498679,5.539683107407308,0.5218440095532446,0.4722556278996192,0.5510664156684677,0.4684729473603398,0.09520006590625198,0.09403983870122193,0.09479638418438692,0.09405350066238317,0.9905339196553924,0.9813511829041542,0.9903165850721508,0.9814176329885201,0.09520006590625198,6.333350273824921,0.09403983870122193,6.609551062964985,0.09479638418438692,6.298930324274233,0.09405350066238317,6.6135688015939875,paper
41.741545376712466,84.74968448697881,50.90283840567848,95.69018920562291,2.695822121656912,4.143225028485587,3.094622021866841,4.520404878572186,0.6550964840480006,0.6145666967211432,0.6470410463750712,0.6089504498277262,0.25736101590663657,0.25629287282056745,0.2572880737984316,0.2563614002692231,0.9863282833476299,0.9721102667672884,0.9832991940291307,0.9685102846636393,0.25736101590663657,4.601213446662684,0.25629287282056745,4.791485202014048,0.2572880737984316,4.650034796686306,0.2563614002692231,4.825496559748657,paper
23.53189212328769,54.78666210215984,31.067405760443854,54.4619723779207,0.4396811806914541,0.8911211825479145,0.4882302545691909,0.8381558710969644,0.9496398194482261,0.9369693829085404,0.9595337228205372,0.9432590762282771,0.8118431061275886,0.8105669653863843,0.8113449349113524,0.8102268533118839,0.7964354911793297,0.35043457580626663,0.7118804884272675,0.3542841846410488,0.8118431061275886,0.8071920814599165,0.8105669653863843,0.8319542639157373,0.8113449349113524,0.7817383131673928,0.8102268533118839,0.8134010926814842,paper
25.374052103718203,40.25468926438214,24.474787859007897,55.28758948051505,1.7455560991519787,1.8414515131851288,1.4809889033942552,2.6830205453904576,0.7489735547279033,0.7523496260639077,0.7623047437448299,0.7243813492236797,0.3976529974610139,0.3955615421890151,0.39728004058673966,0.3959598077075323,0.9830388335268705,0.9726767033397431,0.9835778729039079,0.9624729631103323,0.3976529974610139,3.3408918876746156,0.3955615421890151,3.3239668204974535,0.39728004058673966,3.2750887320908886,0.3959598077075323,3.455486256598447,paper
