path,contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,asm_0,asm_45,asm_90,asm_135,entropy_0,entropy_45,entropy_90,entropy_135
paper,34.627981286693334,65.11473433037293,31.449973482376564,62.041637499810456,1.9533033675799436,2.8053220787582163,1.7188417917754608,2.611155109778141,0.7132385816943674,0.6444510365442502,0.6991544203618105,0.6409256831415413,0.010773702627508916,0.009105984971949373,0.010514105926379072,0.009088562826854434,0.9932209909434315,0.9872671208445591,0.9938431165225595,0.9878680630924145,0.010773702627508916,6.293078017545403,0.009105984971949373,6.579898152505427,0.010514105926379072,6.261536660916757,0.009088562826854434,6.544980253388827
paper,22.833312948467167,24.65403422358284,3.2934073107049437,26.701011174526442,2.510284165035974,2.7269266732409356,1.1915592362924095,2.8553698527946474,0.4492264764222437,0.41993284346973797,0.5762289382169375,0.4112438312065516,0.004571082752161905,0.004467015701553331,0.005112203858556934,0.0044426504062012985,0.9969718462863828,0.9967310620400199,0.9995650949815407,0.9964596350511971,0.004571082752161905,7.3192575783136,0.004467015701553331,7.409925851970782,0.005112203858556934,6.751691710725823,0.0044426504062012985,7.45700306152885
paper,151.4119832436434,197.67805408940606,125.13157331103115,318.46020448309275,6.856128710046022,7.162595228727823,6.083912981396785,9.88606786467939,0.379971942185042,0.3692368344083666,0.39575418763008685,0.3258031081873815,0.0013994728853844315,0.0012777889059997433,0.001514750961367035,0.0010908440746051848,0.9840422153762941,0.9791487743692954,0.9868019824202863,0.9664086621645459,0.0013994728853844315,8.15747493928864,0.0012777889059997433,8.186649183757455,0.001514750961367035,8.041390305288353,0.0010908440746051848,8.474080775121772
paper,6.60165932811473,12.791383301058229,4.014503100522195,6.934771834267543,0.7298291748206047,0.9899904451927052,0.5516073759791118,0.7717167485041876,0.7928644267124634,0.7477324436019889,0.826520523784756,0.755950210125094,0.00817311052470464,0.0067774195272079325,0.008911944608184707,0.006910721615874718,0.9946571599352994,0.9896667962757998,0.9967665822027247,0.9943979161002985,0.00817311052470464,5.534304266000708,0.0067774195272079325,5.7093639767180155,0.008911944608184707,5.39166561541131,0.006910721615874718,5.65068405087153
paper,42.51673597521222,83.16710182767687,43.67358334693176,83.98924445489087,2.422180772994168,3.9122030728669017,2.600568089099218,3.88783064998237,0.6460823460185334,0.5636785811354612,0.6539245207311135,0.5658984730066923,0.004872919101830321,0.0036626247330859662,0.005105409794542796,0.003658517492804522,0.9835618186435389,0.9678764009738126,0.9831173499362577,0.9675589692199201,0.004872919101830321,6.488846640571731,0.0036626247330859662,6.868849547204169,0.005105409794542796,6.503244836556463,0.003658517492804522,6.860560605771413
paper,5.960937499999964,18.531983056823087,6.902328451370749,5.70430170709152,1.087731368232221,1.6975162610557424,1.035487720300259,1.070863969179371,0.6592995719117342,0.581688258139979,0.6938875094316862,0.6324431950977766,0.005074090175767795,0.003911707009631763,0.005759825480658089,0.004464426987803162,0.9949846993297917,0.9844119681844907,0.9941966967721038,0.9952020276266901,0.005074090175767795,5.911667121020998,0.003911707009631763,6.193194798045505,0.005759825480658089,5.810452364236488,0.004464426987803162,5.9902354165441585
paper,81.46213001467882,163.48344770148324,82.75195312499886,151.54715322947254,4.665937907697517,6.745571321271478,4.715083428524821,6.6116813906077265,0.4102820455396797,0.3400648091007106,0.40916305050551016,0.3404725287933492,0.0008507529777994746,0.0006345970281375359,0.0008733675521481264,0.0006218775768291893,0.9867200156476104,0.9733408140336144,0.9865080767314494,0.9752874660978528,0.0008507529777994746,8.154070021875473,0.0006345970281375359,8.51180917023862,0.0008733675521481264,8.174373687823868,0.0006218775768291893,8.488952833352691
paper,66.14980838225723,141.08311660441478,74.87429626305473,135.61794566533555,4.122676125244744,6.645404239881917,4.021968831592673,6.588673210261968,0.5022024168803447,0.4112014443484187,0.5292422822349214,0.40866778850913205,0.0015755024917947554,0.001221525846730489,0.0017755480714161998,0.0011708580740930742,0.9897082175186604,0.9780301993151372,0.9883318620743691,0.9788813433185583,0.0015755024917947554,7.76223849929428,0.001221525846730489,8.204528300497085,0.0017755480714161998,7.697842145157545,0.0011708580740930742,8.204217112375373
paper,27.999429223744436,52.20977145105437,29.042856560052236,55.73478000950473,2.2614868721461887,2.8394792374548827,2.305656413185358,3.111275183559651,0.6271522794716051,0.6107971944427601,0.630555065038777,0.5719984942095494,0.004437438404718036,0.003957691681952263,0.004592805464324081,0.003611291983412949,0.9957830966570147,0.9921413164580789,0.9956259046499694,0.9916107255741796,0.004437438404718036,6.88549739274205,0.003957691681952263,7.012863065981955,0.004592805464324081,6.885574758081635,0.003611291983412949,7.123932955004659
paper,179.20979085127735,278.63655965622996,130.50793488903307,319.857684466537,5.5497798434446,7.439582449811819,4.689611210835486,7.988007950417208,0.6144257650906981,0.5525537295045202,0.6204620879459181,0.548026950806831,0.0038991651645336307,0.0031223416869268824,0.004039373687071622,0.0030512436037722283,0.9738771914528416,0.9594133963819129,0.9809849798082525,0.9534087897221765,0.0038991651645336307,7.00737509873744,0.0031223416869268824,7.3008229154202215,0.004039373687071622,6.983197948536445,0.0030512436037722283,7.3300498081345005
paper,63.94758541259148,106.52148809736781,48.89153781821132,109.93238057768374,3.322921762883468,4.5704066669050905,2.916943741840735,4.5940228804422985,0.6230251061973461,0.5498245248631306,0.5987071405877888,0.5248089187656417,0.002344449433804138,0.0018508746967980092,0.002081134854056439,0.0016432863372092463,0.992887923595175,0.9881546836586134,0.9945619191171433,0.9877754275057299,0.002344449433804138,7.371801790818264,0.0018508746967980092,7.705249244611236,0.002081134854056439,7.441042843837196,0.0016432863372092463,7.7736668956268575
paper,14.960432974559554,26.530976480867537,10.633766114556025,22.966507079243673,1.3680079908675737,1.9802312569936686,1.2157259709530006,1.9080592500242681,0.7348533525352258,0.6781687569814817,0.7415719186323444,0.6749808685029005,0.007737542381809946,0.006567834200148854,0.007781053836210011,0.006609462856475399,0.9949821268976945,0.99111522081572,0.9964438585387878,0.9923088871806048,0.007737542381809946,6.212097235595924,0.006567834200148854,6.484789895392565,0.007781053836210011,6.169563470233554,0.006609462856475399,6.481049869204044
paper,37.721119740704076,75.01316723978455,40.56769133485597,75.64420861158887,3.0740123532290604,4.683950478506709,3.2227684399477643,4.674646037820652,0.5023854184341191,0.44553075403323955,0.5392374446928141,0.4297562436083491,0.0018985934777196844,0.0016446285877819216,0.002433369962922411,0.0015339731038694845,0.9898295536008914,0.9797147967879983,0.989031815403627,0.9795446067092219,0.0018985934777196844,7.441115682147472,0.0016446285877819216,7.760773391028569,0.002433369962922411,7.3567380663280595,0.0015339731038694845,7.795340015340592
